id,name,address_formatted,address_city_state_zip,address_street,address_city,address_state,address_zipcode,contact_phone,contact_email,contact_website,tea_school_district_name,tea_school_district_number,tea_county_name,tea_esc_region,address_county,address_region,location_lat,location_lng,vendorType,vendorTypes,type,displayGradeRange,minGrade,maxGrade,isPreK,isElementary,isMiddle,isHigh,costOptions,description,serviceType,subjectsTaught,pricingModel,price,pricingNotes,isProductionReady,curricularClassification,bonusTagsRaw,directPayMarketplace,additionalLocations,financial_minAnnualTuition,financial_maxAnnualTuition,academics_studentGrowth,academics_attendanceRate,academics_graduationRate,academics_studentTeacherRatio,academics_retentionRate
rec1SsbCztougDyH9,Johnson's Daycare & Learning Center #3,"2104 Quail Creek Rd, Laredo, TX, 78045","Laredo, TX 78045",2104 Quail Creek Rd,Laredo,TX,78045,(956) 333-8760,johnsonsdaycarelaredo@yahoo.com,https://www.johnsonslearning.com,United ISD,240903,Webb,1,Webb County,South Texas,27.5889051,-99.5134362,Schools,Schools,Private School,Grades PreK–K,-1,0,True,True,False,False,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
rec1SzAwSbhUXtC5A,IVy Kids At Long Meadow Farms,"20901 Long Meadow Farms Pkwy, Richmond, TX, 77406","Richmond, TX 77406",20901 Long Meadow Farms Pkwy,Richmond,TX,77406,+12812028548,Info@ivykidslongmeadowfarms.com,https://ivykids.com/richmond-tx/ivy-kids-long-meadow-farms,Lamar Cons ISD,079901,Harris,4,Fort Bend County,Houston Area,29.66073,-95.74327679999999,Schools,Schools,Private School,Grades PreK–PreK,-1,-1,True,False,False,False,EFA-Eligible,"At Ivy Kids Long Meadow Farms, we provide a thoughtfully designed early education experience that supports each child’s unique growth. Our dedicated educators foster independence, creativity, and strong foundational skills. Families value our nurturing culture, engaging classrooms, and commitment to excellence.",local,,,,,True,,,,,,,0.99,0.97,,,0.99
rec1TjUMKEWkSfi0y,Alpha School - Spyglass,"1201 Spyglass Dr, Austin, TX, 78746","Austin, TX 78746",1201 Spyglass Dr,Austin,TX,78746,(512) 595-0801,tefa@alpha.school,,Eanes ISD,227909,Travis,13,Travis County,Austin Area,30.2629814,-97.7847839,Schools,Schools,Private School,Grades PreK–5,-1,5,,True,,,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
rec1WNQ2GGBwUHgU8,St. Joseph Catholic School Edinburg,"119 W Fay St, Edinburg, TX, 78539","Edinburg, TX 78539",119 W Fay St,Edinburg,TX,78539,(956) 383-3957,sjs-secretary@cdobcs.org,https://sjcsedinburg.org,Edinburg Cons ISD,108904,Hidalgo,1,Hidalgo County,Rio Grande Valley,26.2979221,-98.163905,Schools,Schools,Private School,Grades PreK–8,-1,8,True,True,True,False,EFA-Eligible,"St. Joseph Catholic School is a small Catholic school focused on community, academic excellence, faith formation, and educating the whole child. With classroom sizes under 15 students (18 months old to 8th grade), we are able to give attention to each child and consistently work on academic and spiritual growth.",local,,,,,True,,,,,,,,,1,12,
rec1XaYwfFrQ67COL,Carousel Learning Academy Of Laredo Heights,"702 Laredo St, Laredo, TX, 78040","Laredo, TX 78040",702 Laredo St,Laredo,TX,78040,(956) 740-5065,reygonz84@gmail.com,,United ISD,240903,Webb,1,Webb County,South Texas,27.4573035,-99.4780907,Schools,Schools,Private School,Grades PreK–K,-1,0,True,True,False,False,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
rec1aKBRA1cQsLldd,Early Care And Education Arlington,"2501 Ballpark Way, Arlington, TX, 76006","Arlington, TX 76006",2501 Ballpark Way,Arlington,TX,76006,(210) 640-9544,varmke@lanternlearninggroup.com,https://earlycareandeducation.com,Hurst-Euless-Bedford ISD,220916,Tarrant,11,Tarrant County,Dallas-Fort Worth,32.7775735,-97.0739277,Schools,Schools,Private School,Grades PreK–PreK,-1,-1,True,False,False,False,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
rec1aZywCZw9sqnHt,As We Grow Learning Center #2,"9802 N Houston Rosslyn Rd, Houston, TX, 77088","Houston, TX 77088",9802 N Houston Rosslyn Rd,Houston,TX,77088,(346) 219-0835,info@awglearning.com,,Aldine ISD,101902,Harris,4,Harris County,Houston Area,29.884949,-95.49364969999999,Schools,Schools,Private School,Grades PreK–PreK,-1,-1,True,False,False,False,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
rec1dhnew0eTKAK66,Ivy Crest Academy Of Camino Bandera,"10002 Camino Bandera, San Antonio, TX, 78254","San Antonio, TX 78254",10002 Camino Bandera,San Antonio,TX,78254,(210) 523-1100,aquinonez@krksa.com,https://www.ivycrestsa.com,Northside ISD (Bexar),015915,Bexar,13,Bexar County,San Antonio Area,29.5350461,-98.6492825,Schools,Schools,Private School,Grades K–K,0,0,False,True,False,False,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
rec1efrOXutNX7tcy,The Clubhouse,"7911 N Twin City Hwy, Port Arthur, TX, 77642","Port Arthur, TX 77642",7911 N Twin City Hwy,Port Arthur,TX,77642,(409) 727-5555,the-clubhouse@hotmail.com,,Nederland ISD,123905,Orange,5,Jefferson County,East Texas,29.959402,-93.9679523,Schools,Schools,Private School,Grades PreK–PreK,-1,-1,True,False,False,False,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
rec1iPvJyzwgDlUqT,John Paul II High School,"900 Coit Rd, Plano, TX, 75075","Plano, TX 75075",900 Coit Rd,Plano,TX,75075,(972) 867-0005,danielledbetter@johnpauliihs.org,https://www.johnpauliihs.org,Plano ISD,043910,Collin,10,Collin County,Dallas-Fort Worth,33.0128452,-96.7644069,Schools,Schools,Private School,Grades 9–12,9,12,False,False,False,True,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
rec1jYWTDTGDUpW5K,Sa Liberty Field Prep School,"10606 Liberty Fld, San Antonio, TX, 78254","San Antonio, TX 78254",10606 Liberty Fld,San Antonio,TX,78254,(210) 681-5437,sharon@krklibertyfield.com,https://www.krklibertyfield.com,Northside ISD (Bexar),015915,Bexar,13,Bexar County,San Antonio Area,29.5072931,-98.70061059999999,Schools,Schools,Private School,Grades PreK–K,-1,0,True,True,False,False,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
rec1jcdRDUprC5JKV,Bethesda Christian School,"4700 N Beach St, Haltom City, TX, 76137","Haltom City, TX 76137",4700 N Beach St,Haltom City,TX,76137,(817) 581-5131,rdugas@bcsfw.org,https://bethesdachristianschool.org,Birdville ISD,220902,Tarrant,11,Tarrant County,Dallas-Fort Worth,32.8297533,-97.28924889999999,Schools,Schools,Private School,Grades PreK–12,-1,12,True,True,True,True,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
rec1k6rtOMGYN6cgR,St. Paul's Lutheran Child Development Center,"106 211 Roseborough St 2302 S Presa, San Antonio, TX, 78210","San Antonio, TX 78210",106 211 Roseborough St 2302 S Presa,San Antonio,TX,78210,(210) 534-8577,deborahs@stpaulsa.org,https://stpaulcdc.org,San Antonio ISD,015907,Bexar,13,Bexar County,San Antonio Area,29.3985718,-98.4814598,Schools,Schools,Private School,Grades PreK–PreK,-1,-1,True,False,False,False,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
rec1kXXvIucG7UkoA,Ace Academy,"5206 Balcones Dr, Austin, TX, 78731","Austin, TX 78731",5206 Balcones Dr,Austin,TX,78731,(512) 206-4070,dkimball@austingifted.org,https://austingifted.org,Austin ISD,227901,Travis,13,Travis County,Austin Area,30.3351968,-97.760044,Schools,Schools,Private School,Grades K–8,0,8,False,True,True,False,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
rec1l2KWKoOYaoY5O,Vocabulary Quest,"5900 Balcones Dr, Ste 4000, Austin, TX, 78731","Austin, TX 78731","5900 Balcones Dr, Ste 4000",Austin,TX,78731,(512) 788-2306,contact@vocabularyquest.com,https://vocabularyquest.org,Austin ISD,227901,Travis,13,Travis County,Austin Area,30.3415589,-97.75495459999999,Therapy,Curriculum; Therapy,,,,,,,,,,"Vocabulary Quest is a standards-aligned, online academic vocabulary program designed for students in grades 3–12. The program helps students build strong vocabulary skills that support reading comprehension, writing, and overall language arts success. Through a story-driven, game-based learning experience, students practice and master academic words using engaging battles, guided instruction, and built-in review. Vocabulary Quest is designed to keep learners motivated while reinforcing long-term vocabulary retention. This program is especially well-suited for: Homeschool families Supplemental ELA instruction Special education and intervention support Independent, at-home learning Vocabulary Quest is used by families and schools nationwide and aligns with English Language Arts (ELA) standards, making it an ideal ESA-approved educational software and curriculum supplement. Parents can use Vocabulary Quest to help students: Strengthen academic vocabulary Improve reading comprehension Build confidence with grade-level language Learn at their own pace in a structured environment For a short demo videos and additional details, visit vocabularyquest.org.",online,,,,,True,,Curriculum: English/Language Arts,,,,,,,,,
rec1n9IfovOddH7Vh,Miaprep Online High School,"247 Wood Circle Ln, Houston, TX, 77015","Houston, TX 77015",247 Wood Circle Ln,Houston,TX,77015,(530) 764-6377,rziegler@mia.school,https://miaprep.com/online-school,Galena Park ISD,101910,Harris,4,Harris County,Houston Area,29.79458069999999,-95.20256359999999,Schools,Schools,Private School,Grades 7–12,7,12,False,False,True,True,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
rec1s3wrheI48qqFM,The Connection School Of Houston,"15815 House And Hahl Rd, Cypress, TX, 77433","Cypress, TX 77433",15815 House And Hahl Rd,Cypress,TX,77433,+18325446031,TEFA@tcsoh.org,https://www.theconnectionschool.org,Cypress-Fairbanks ISD,101907,Harris,4,Harris County,Houston Area,29.9719989,-95.7036679,Schools,Schools,Private School,Grades K–12,0,12,False,True,True,True,EFA-Eligible,"The Connection Schools is a Christian Classical School offering K-12 education which seeks to educate the whole child, connecting academics, faith, and community.",local,,,,,True,,,,,10750,13000,0.95,0.9,1,12,0.86
rec1uf1VOjBVFUfQl,Primrose School Of North Mason Creek,"21480 Park Row Blvd, Katy, TX, 77449","Katy, TX 77449",21480 Park Row Blvd,Katy,TX,77449,(281) 492-7400,louannm@primrosemasoncreek.com,https://www.primrosenorthmasoncreek.com,Katy ISD,101914,Harris,4,Harris County,Houston Area,29.792893199932,-95.74729675342,Schools,Schools,Private School,Grades PreK–K,-1,0,True,True,False,False,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
rec1vqoLFmWFN9nuz,Country Home Learning Center #7,"6900 Escarpment Blvd, Austin, TX, 78749","Austin, TX 78749",6900 Escarpment Blvd,Austin,TX,78749,(512) 288-8220,ch7@countryhomelc.com,https://www.countryhomelearningcenter.com,Austin ISD,227901,Travis,13,Travis County,Austin Area,30.229846,-97.865681,Schools,Schools,Private School,Grades PreK–PreK,-1,-1,True,False,False,False,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
rec1wRZSLSXxqXwEa,Buzzy Bees Childcare,"12022 Big Springs Dr, Frisco, TX, 75035","Frisco, TX 75035",12022 Big Springs Dr,Frisco,TX,75035,(469) 269-0213,buzzybees1@gmail.com,https://www.buzzybeeschildcare.com,Frisco ISD,043905,Collin,10,Collin County,Dallas-Fort Worth,33.1775756,-96.77384029999999,Schools,Schools,Private School,Grades PreK–PreK,-1,-1,True,False,False,False,EFA-Eligible,"Buzzy Bees Childcare is a licensed, TRS 4-Star home daycare proudly recognized by TEFA as a Pre-K partnership private school-a mark of excellence in early childhood education. Our intimate setting allows for smaller class sizes, more individualized attention, stronger relationships, in a warm family environment. Parents trust Buzzy Bees for high quality early learning and school readiness.",local,,,,,True,,,,,10474,30000,0.9,0.95,,6,1
rec1xyFNED4ZXEum4,Frisco Feeding & Speech Therapy,"11330 Legacy Dr, Frisco, TX, 75033","Frisco, TX 75033",11330 Legacy Dr,Frisco,TX,75033,(469) 630-2328,jeanine@friscofeedingslp.com,https://www.friscofeedingslp.com,Frisco ISD,043905,Denton,11,Denton County,Dallas-Fort Worth,33.1726101,-96.8461985,Therapy,Therapy,,,,,,,,,,"Frisco Feeding & Speech Therapy is a family-focused pediatric therapy practice in Frisco, McKinney, Prosper, Celina, and Melissa. We helps children from infancy through young adulthood using personalized, evidence-based services including speech therapy, feeding therapy, occupational therapy, lactation support, myofunctional therapy, executive functioning support, and social skills training. Services are tailored to each individual's strengths and needs, and families are supported with education, collaboration, and ongoing communication throughout therapy.",local,,,,,True,,Therapy: Occupational; Therapy: Behavioral; Therapy: Speech,,,,,,,,,
rec1zQu6tRRiJQPeq,The Tribe Home Daycare,"3164 Hanna Ranch Blvd, Fort Worth, TX, 76140","Fort Worth, TX 76140",3164 Hanna Ranch Blvd,Fort Worth,TX,76140,(469) 473-8006,thetribehomedaycare@gmail.com,https://www.thetribehomedaycare.net,Everman ISD,220904,Tarrant,11,Tarrant County,Dallas-Fort Worth,32.6374357,-97.2739273,Schools,Schools,Private School,Grades PreK–K,-1,0,True,True,False,False,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
rec23iOt8uZjwqige,Summerlin Child Care & Learning Center,"6387 De Zavala Rd, San Antonio, TX, 78249","San Antonio, TX 78249",6387 De Zavala Rd,San Antonio,TX,78249,+12106417337,info@summerlindaycare.com,https://www.summerlindaycare.com,Northside ISD (Bexar),015915,Bexar,13,Bexar County,San Antonio Area,29.5635453,-98.6119049,Schools,Schools,Private School,Grades PreK–PreK,-1,-1,True,False,False,False,EFA-Eligible,"Summerlin Childcare & Learning Center is a licensed childcare and early learning facility located at 6387 De Zavala Rd in San Antonio, TX 78249. We offer care and educational programs for young children, focusing on early childhood development in a nurturing environment.

🧒 Programs & Environment

Provides structured, age-appropriate learning programs designed to foster physical, social, emotional, and intellectual growth.

Emphasizes a balance of exploration, self-expression, and independence.

The center’s team has many years of combined experience in childcare and early education.

Offers transportation services, nutritional meals, and a secure facility with controlled access for family peace of mind.

🕐 Hours & Practical Info

Open Monday through Friday, typically 6:30 AM to 6:30 PM (closed weekends).

Contact phone: (210) 641-7337 and email/info available through their website.

⭐ Reviews & Reputation

Parents frequently highlight caring, experienced, and communicative staff who create a warm, supportive atmosphere.

Many reviews praise the clean, organized facility and positive impact on children’s development and social skills.

Overall ratings from local directories and review sites are predominantly positive, reflecting trust and satisfaction among families.

🧠 What Parents Say

Feedback from recent reviews often mentions:

Children look forward to attending each day and engage well with activities.

Staff goes above and beyond to provide individualized care.

Many parents feel confident about safety and growth support at the center.

If you’re considering early childhood education or daycare options in San Antonio, Summerlin offers a highly recommended choice with long-standing community presence and a focus on nurturing learning.",local,,,,,True,,,,,240,285,0.75,0.9,0.75,,0.75
rec25Uh5SH7jsRRT6,Highland Village Counseling,"2570 Justin Rd, Highland Village, TX, 75077","Highland Village, TX 75077",2570 Justin Rd,Highland Village,TX,75077,(940) 222-2214,ryan@highlandvillagecounseling.com,https://www.highlandvillagecounseling.com,Lewisville ISD,061902,Denton,11,Denton County,Dallas-Fort Worth,33.0746731,-97.0687937,Therapy,Therapy,,,,,,,,,,"At Highland Village Counseling we are dedicated to the support of individuals and families on their journey to healing. We provide a safe, warm, nurturing, and non-judgmental place for clients to explore their challenges and work to enhance and give power to their strengths.",local,,,,,True,,Therapy: Behavioral,,,,,,,,,
rec27J80NJd4GmWBO,Holy Family Catholic School,"2601 Ursuline Ave, Galveston, TX, 77550","Galveston, TX 77550",2601 Ursuline Ave,Galveston,TX,77550,+14097656607,principal@hfcsgalv.org,https://hfcsgalv.org,Galveston ISD,084902,Galveston,4,Galveston County,Houston Area,29.294033,-94.793756,Schools,Schools,Private School,Grades PreK–8,-1,8,True,True,True,False,EFA-Eligible,"Holy Family Catholic School in Galveston, TX, blends a rich Catholic heritage with a vibrant, faith-filled community that nurtures both academic excellence and the shaping of future saints to scholars. With small, student-focused classes, the school fosters a culture of respect, service, and lifelong learning, supported by strong family and parish involvement. Excitingly, Holy Family continues to embrace innovative teaching while staying rooted in its values, creating a warm environment where students grow in wisdom, virtue, and faith.",local,,,,,True,,,,,7180,7180,0.96,0.97,1,15,0.98
rec2Atg9AQeWSrg4v,Texas Sports Academy,"4402 Hudson Bend Rd, Austin, TX, 78734","Austin, TX 78734",4402 Hudson Bend Rd,Austin,TX,78734,(512) 306-3311,info@sportsacademy.school,https://sportsacademy.school/hub,Austin ISD,227901,Williamson,13,Travis County,Austin Area,30.404468,-97.92782299999999,Schools,Schools,Private School,Grades K–12,0,12,False,True,True,True,EFA-Eligible,"Use your TEFA voucher to get elite academics and outstanding sports training. Our students learn at twice the speed of traditional schools in only 2 hours of academics a day using our personalized learning software. They can spend the rest of the day on sports training, building practical life skills through our courses like personal finance and public speaking, spending time with friends and family, and more. They have more time every day for the activities they love while also getting an outstanding education. ",local,,,,,True,,,,,,,1,,,1,
rec2DmSyyCxexs9mE,Children's Summit Learning Center,"2250 Benrus Blvd, San Antonio, TX, 78228","San Antonio, TX 78228",2250 Benrus Blvd,San Antonio,TX,78228,(210) 435-7022,emarotta1@satx.rr.com,,Northside ISD (Bexar),015915,Bexar,13,Bexar County,San Antonio Area,29.46286899999999,-98.5847957,Schools,Schools,Private School,Grades PreK–PreK,-1,-1,True,False,False,False,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
rec2F4cZ5d1D5UErB,Silverline Montessori Silverlake,"3121 Cullen Pkwy, Pearland, TX, 77584","Pearland, TX 77584",3121 Cullen Pkwy,Pearland,TX,77584,(281) 997-3700,s.lacy@silverlinemontessori.com,https://s.lacy@silverlinemontessori.com,Pearland ISD,020908,Harris,4,Brazoria County,Houston Area,29.5502467,-95.3471376,Schools,Schools,Private School,Grades PreK–6,-1,6,True,True,True,False,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
rec2IqWRkonWk3nMU,Beth's Green Frog Daycare,"1024 Boston Ave, Nederland, TX, 77627","Nederland, TX 77627",1024 Boston Ave,Nederland,TX,77627,(409) 722-4454,grnfrgabc123@sbcglobal.net,,Nederland ISD,123905,Orange,5,Jefferson County,East Texas,29.97825589999999,-93.98936529999999,Schools,Schools,Private School,Grades PreK–PreK,-1,-1,True,False,False,False,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
