id,name,vendorType,vendorTypes,type,serviceType,description,directPayMarketplace,additionalLocations,subjectsTaught,pricingModel,price,pricingNotes,isProductionReady,curricularClassification,bonusTagsRaw,minGrade,maxGrade,isPreK,isElementary,isMiddle,isHigh,displayGradeRange,costOptions,address_street,address_city,address_state,address_zipcode,address_county,address_region,location_lat,location_lng,contact_website,contact_phone,contact_email,financial_minAnnualTuition,financial_maxAnnualTuition,academics_studentGrowth,academics_attendanceRate,academics_graduationRate,academics_studentTeacherRatio,academics_retentionRate
rec1l2KWKoOYaoY5O,Vocabulary Quest,Therapy,Curriculum; Therapy,,online,"Vocabulary Quest is a standards-aligned, online academic vocabulary program designed for students in grades 3–12. The program helps students build strong vocabulary skills that support reading comprehension, writing, and overall language arts success. Through a story-driven, game-based learning experience, students practice and master academic words using engaging battles, guided instruction, and built-in review. Vocabulary Quest is designed to keep learners motivated while reinforcing long-term vocabulary retention. This program is especially well-suited for: Homeschool families Supplemental ELA instruction Special education and intervention support Independent, at-home learning Vocabulary Quest is used by families and schools nationwide and aligns with English Language Arts (ELA) standards, making it an ideal ESA-approved educational software and curriculum supplement. Parents can use Vocabulary Quest to help students: Strengthen academic vocabulary Improve reading comprehension Build confidence with grade-level language Learn at their own pace in a structured environment For a short demo videos and additional details, visit vocabularyquest.org.",,,,,,,True,,Curriculum: English/Language Arts,,,,,,,,,"5900 Balcones Dr, Ste 4000",Austin,TX,78731,Travis County,Austin Area,30.3415589,-97.75495459999999,https://vocabularyquest.org,(512) 788-2306,contact@vocabularyquest.com,,,,,,,
rec1n9IfovOddH7Vh,Miaprep Online High School,Schools,Schools,Private School,local,,,,,,,,True,,,7,12,False,False,True,True,Grades 7–12,EFA-Eligible,247 Wood Circle Ln,Houston,TX,77015,Harris County,Houston Area,29.79458069999999,-95.20256359999999,https://miaprep.com/online-school,(530) 764-6377,rziegler@mia.school,,,,,,,
rec1s3wrheI48qqFM,The Connection School Of Houston,Schools,Schools,Private School,local,"The Connection Schools is a Christian Classical School offering K-12 education which seeks to educate the whole child, connecting academics, faith, and community.",,,,,,,True,,,0,12,False,True,True,True,Grades K–12,EFA-Eligible,15815 House And Hahl Rd,Cypress,TX,77433,Harris County,Houston Area,29.9719989,-95.7036679,https://www.theconnectionschool.org,+18325446031,TEFA@tcsoh.org,10750,13000,0.95,0.9,1,12,0.86
rec1uf1VOjBVFUfQl,Primrose School Of North Mason Creek,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,21480 Park Row Blvd,Katy,TX,77449,Harris County,Houston Area,29.792893199932,-95.74729675342,https://www.primrosenorthmasoncreek.com,(281) 492-7400,louannm@primrosemasoncreek.com,,,,,,,
rec1vqoLFmWFN9nuz,Country Home Learning Center #7,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,6900 Escarpment Blvd,Austin,TX,78749,Travis County,Austin Area,30.229846,-97.865681,https://www.countryhomelearningcenter.com,(512) 288-8220,ch7@countryhomelc.com,,,,,,,
rec1wRZSLSXxqXwEa,Buzzy Bees Childcare,Schools,Schools,Private School,local,"Buzzy Bees Childcare is a licensed, TRS 4-Star home daycare proudly recognized by TEFA as a Pre-K partnership private school-a mark of excellence in early childhood education. Our intimate setting allows for smaller class sizes, more individualized attention, stronger relationships, in a warm family environment. Parents trust Buzzy Bees for high quality early learning and school readiness.",,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,12022 Big Springs Dr,Frisco,TX,75035,Collin County,Dallas-Fort Worth,33.1775756,-96.77384029999999,https://www.buzzybeeschildcare.com,(469) 269-0213,buzzybees1@gmail.com,10474,30000,0.9,0.95,,6,1
rec1xyFNED4ZXEum4,Frisco Feeding & Speech Therapy,Therapy,Therapy,,local,"Frisco Feeding & Speech Therapy is a family-focused pediatric therapy practice in Frisco, McKinney, Prosper, Celina, and Melissa. We helps children from infancy through young adulthood using personalized, evidence-based services including speech therapy, feeding therapy, occupational therapy, lactation support, myofunctional therapy, executive functioning support, and social skills training. Services are tailored to each individual's strengths and needs, and families are supported with education, collaboration, and ongoing communication throughout therapy.",,,,,,,True,,Therapy: Occupational; Therapy: Behavioral; Therapy: Speech,,,,,,,,,11330 Legacy Dr,Frisco,TX,75033,Denton County,Dallas-Fort Worth,33.1726101,-96.8461985,https://www.friscofeedingslp.com,(469) 630-2328,jeanine@friscofeedingslp.com,,,,,,,
rec1zQu6tRRiJQPeq,The Tribe Home Daycare,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,3164 Hanna Ranch Blvd,Fort Worth,TX,76140,Tarrant County,Dallas-Fort Worth,32.6374357,-97.2739273,https://www.thetribehomedaycare.net,(469) 473-8006,thetribehomedaycare@gmail.com,,,,,,,
rec23iOt8uZjwqige,Summerlin Child Care & Learning Center,Schools,Schools,Private School,local,"Summerlin Childcare & Learning Center is a licensed childcare and early learning facility located at 6387 De Zavala Rd in San Antonio, TX 78249. We offer care and educational programs for young children, focusing on early childhood development in a nurturing environment.

🧒 Programs & Environment

Provides structured, age-appropriate learning programs designed to foster physical, social, emotional, and intellectual growth.

Emphasizes a balance of exploration, self-expression, and independence.

The center’s team has many years of combined experience in childcare and early education.

Offers transportation services, nutritional meals, and a secure facility with controlled access for family peace of mind.

🕐 Hours & Practical Info

Open Monday through Friday, typically 6:30 AM to 6:30 PM (closed weekends).

Contact phone: (210) 641-7337 and email/info available through their website.

⭐ Reviews & Reputation

Parents frequently highlight caring, experienced, and communicative staff who create a warm, supportive atmosphere.

Many reviews praise the clean, organized facility and positive impact on children’s development and social skills.

Overall ratings from local directories and review sites are predominantly positive, reflecting trust and satisfaction among families.

🧠 What Parents Say

Feedback from recent reviews often mentions:

Children look forward to attending each day and engage well with activities.

Staff goes above and beyond to provide individualized care.

Many parents feel confident about safety and growth support at the center.

If you’re considering early childhood education or daycare options in San Antonio, Summerlin offers a highly recommended choice with long-standing community presence and a focus on nurturing learning.",,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,6387 De Zavala Rd,San Antonio,TX,78249,Bexar County,San Antonio Area,29.5635453,-98.6119049,https://www.summerlindaycare.com,+12106417337,info@summerlindaycare.com,240,285,0.75,0.9,0.75,,0.75
rec25Uh5SH7jsRRT6,Highland Village Counseling,Therapy,Therapy,,local,"At Highland Village Counseling we are dedicated to the support of individuals and families on their journey to healing. We provide a safe, warm, nurturing, and non-judgmental place for clients to explore their challenges and work to enhance and give power to their strengths.",,,,,,,True,,Therapy: Behavioral,,,,,,,,,2570 Justin Rd,Highland Village,TX,75077,Denton County,Dallas-Fort Worth,33.0746731,-97.0687937,https://www.highlandvillagecounseling.com,(940) 222-2214,ryan@highlandvillagecounseling.com,,,,,,,
rec27J80NJd4GmWBO,Holy Family Catholic School,Schools,Schools,Private School,local,"Holy Family Catholic School in Galveston, TX, blends a rich Catholic heritage with a vibrant, faith-filled community that nurtures both academic excellence and the shaping of future saints to scholars. With small, student-focused classes, the school fosters a culture of respect, service, and lifelong learning, supported by strong family and parish involvement. Excitingly, Holy Family continues to embrace innovative teaching while staying rooted in its values, creating a warm environment where students grow in wisdom, virtue, and faith.",,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,2601 Ursuline Ave,Galveston,TX,77550,Galveston County,Houston Area,29.294033,-94.793756,https://hfcsgalv.org,+14097656607,principal@hfcsgalv.org,7180,7180,0.96,0.97,1,15,0.98
rec2Atg9AQeWSrg4v,Texas Sports Academy,Schools,Schools,Private School,local,"Use your TEFA voucher to get elite academics and outstanding sports training. Our students learn at twice the speed of traditional schools in only 2 hours of academics a day using our personalized learning software. They can spend the rest of the day on sports training, building practical life skills through our courses like personal finance and public speaking, spending time with friends and family, and more. They have more time every day for the activities they love while also getting an outstanding education. ",,,,,,,True,,,0,12,False,True,True,True,Grades K–12,EFA-Eligible,4402 Hudson Bend Rd,Austin,TX,78734,Travis County,Austin Area,30.404468,-97.92782299999999,https://sportsacademy.school/hub,(512) 306-3311,info@sportsacademy.school,,,1,,,1,
rec2DmSyyCxexs9mE,Children's Summit Learning Center,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,2250 Benrus Blvd,San Antonio,TX,78228,Bexar County,San Antonio Area,29.46286899999999,-98.5847957,,(210) 435-7022,emarotta1@satx.rr.com,,,,,,,
rec2F4cZ5d1D5UErB,Silverline Montessori Silverlake,Schools,Schools,Private School,local,,,,,,,,True,,,-1,6,True,True,True,False,Grades PreK–6,EFA-Eligible,3121 Cullen Pkwy,Pearland,TX,77584,Brazoria County,Houston Area,29.5502467,-95.3471376,https://s.lacy@silverlinemontessori.com,(281) 997-3700,s.lacy@silverlinemontessori.com,,,,,,,
rec2IqWRkonWk3nMU,Beth's Green Frog Daycare,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,1024 Boston Ave,Nederland,TX,77627,Jefferson County,East Texas,29.97825589999999,-93.98936529999999,,(409) 722-4454,grnfrgabc123@sbcglobal.net,,,,,,,
rec2M8vYbfTEXsRMz,Children's Lighthouse Of Tuscan Lakes,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,1920 E League City Pkwy,League City,TX,77573,Galveston County,Houston Area,29.49975,-95.05235979999999,https://www.childrenslighthouse.com/tuscanlakes,(281) 332-0465,tuscanlakes@childrenslighthouse.com,,,,,,,
rec2OE1z3tMNHakmj,Waller Christian Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,12,True,True,True,True,Grades PreK–12,EFA-Eligible,2520 Cherry St,Waller,TX,77484,Waller County,Houston Area,30.0578947,-95.92726719999999,https://www.gcacrusader.com,(936) 372-0901,llaake@gcacrusader.com,,,,,,,
rec2OQ1vUup72e7NU,Oxford Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,5900 Cromwell Marine Creek Rd,Fort Worth,TX,76179,Tarrant County,Dallas-Fort Worth,32.8527252,-97.41086589999999,https://www.oxfordacademydfw.com,(817) 928-5544,arieg@oxfordacademydfw.com,,,,,,,
rec2TLoFhQdb8CeEF,By The Barnyard Gate,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,4701 Bunker Hill Rd,Sachse,TX,75048,Dallas County,Dallas-Fort Worth,32.9675042,-96.6040721,https://thebarnyardgate.com,(972) 495-0416,barnyardgatesachse@yahoo.com,,,,,,,
rec2UbievNAIL0JLh,Best Start Learning,Tutoring,Tutoring,,local,"Best Start Learning provides structured, research-informed educational services and learning materials designed to support students with diverse learning needs. Services emphasize foundational academic skills, confidence building, and developmentally appropriate instruction in a supportive learning environment.",,,,,,,True,,Tutoring: Social Studies/Humanities; Tutoring: Science; Tutoring: English/Language Arts; Tutoring: Math; Tutoring: Foreign Language,,,,,,,,,17715 Crestline Rd,Humble,TX,77396,Harris County,Houston Area,29.9775828,-95.2178551,https://beststartlearning.com,(214) 931-2052,beststartlearning@gmail.com,,,,,,,
rec2bxfahcXxjeAiX,Instruction Junction,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,855 S 8th St,Beaumont,TX,77701,Jefferson County,East Texas,30.0699094,-94.12421839999999,,(409) 838-6568,chilton@shorkey.org,,,,,,,
rec2ckggayWVb6Z3x,Sylvan Learning,Tutoring,Tutoring,,local,"Our Sylvan Learning Center provides personalized, results-driven academic support for students in grades K–12 within our local community. We specialize in strengthening foundational skills, closing learning gaps, and building the confidence students need to succeed in school and beyond. Our core offerings include individualized instruction in reading, writing, mathematics, and study skills, as well as targeted homework support and test preparation for state assessments and college-entrance exams. We also offer enrichment programs in STEM, designed to cultivate problem-solving, creativity, and real-world application skills. Each student begins with the Sylvan Insight Assessment, which allows us to pinpoint skill gaps and tailor instruction using SylvanSync, Sylvan’s proprietary adaptive learning platform. Instruction occurs in small teacher-led ratios, ensuring focused attention, consistent feedback, and measurable progress. Families receive ongoing updates and scheduled conference reviews to monitor results and adjust learning plans as needed.",,,,,,,True,,Tutoring: Math; Tutoring: English/Language Arts; Tutoring: Science,,,,,,,,,"4240 Heritage Trace Pkwy, Ste 500",Fort Worth,TX,76244,Harris County,Houston Area,32.914634,-97.295256,https://www.sylvanlearning.com/locations/us/tx/fort-worth-tutoring/north-fort-worth?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=352,(717) 379-2333,andrea@sylvantex.com,,,,,,,
rec2csB12H2i2X0gt,Music Therapy Junior,Therapy,Therapy,,local,In-home Music Therapy Services by a board certified music therapist.,,,,,,,True,,Therapy: Music,,,,,,,,,322 Fletcher Bnd,Buda,TX,78610,Hays County,Austin Area,30.0972322,-97.8639894,https://musictherapyjunior.com,(512) 699-2071,tania@musictherapyjunior.com,,,,,,,
rec2dFFcylNtNb9io,St. Peter The Apostle Catholic School-Boerne,Schools,Schools,Private School,local,"At St. Peter the Apostle Catholic School, we are committed to providing a transformative Catholic classical education that empowers students to grow in faith, knowledge, and service. We form Christian disciples who seek truth, goodness, and beauty, are fully prepared for success in secondary school, and develop strong faith and moral character in service to family, Church, and society.",,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,202 W Kronkosky St,Boerne,TX,78006,Kendall County,San Antonio Area,29.7856149,-98.7307057,https://stpetersboerneschool.org,+18308165670,mbrintnall@stpetersboerneschool.org,10000,10900,,,,15,
rec2iCn5MFHbFp2yU,The Goddard School Of Mckinney Honey Creek,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,7300 Steiger Trl,Mckinney,TX,75071,Collin County,Dallas-Fort Worth,33.2748544,-96.630431,https://www.goddardschool.com/schools/tx/mckinney/mckinney-honey-creek,(469) 215-2121,honeycreektx@goddardschools.com,,,,,,,
rec2jOPUr93U8N0xf,Happy Panda Bilingual Learning Center,Schools,Schools,Private School,local,"Bilingual Spanish Curriculum 
STEAM Activities",,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,7916 Glenview Dr,Richland Hills,TX,76180,Tarrant County,Dallas-Fort Worth,32.8235355,-97.20885489999999,https://happypandalearning.com,(682) 521-4264,happypandachildcare@outlook.com,9540,12985,,0.96,,12,0.97
rec2kD0e2uENWqxAp,IVy Crest Academy Of Early Learning,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,21780 Hardy Oak Blvd,San Antonio,TX,78258,Bexar County,San Antonio Area,29.64559079999999,-98.49182449999999,https://www.ivycrestsa.com,(210) 496-1200,directorhardyoak@krksa.com,,,,,,,
rec2n7lyLfyfRoLZ7,St. Elizabeth Of Hungary Catholic School,Schools,Schools,Private School,local,,,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,4019 S Hampton Rd,Dallas,TX,75224,Dallas County,Dallas-Fort Worth,32.6926175,-96.85813449999999,https://www.saintspride.com,(214) 331-5139,jborth@saintspride.com,,,,,,,
rec2sLbBzhYiNn67E,Grace Covenant Academy,Schools,Schools,Private School,local,,,,,,,,True,,,0,12,False,True,True,True,Grades K–12,EFA-Eligible,8000 Santuary Dr,Frisco,TX,75033,Denton County,Dallas-Fort Worth,33.1771636,-96.8134046,https://gcafrisco.org,(972) 836-9422,brian.smith@gcafrisco.org,,,,,,,
rec2uNiGuKcmCKCeO,Los Amiguitos,Schools,Schools,Private School,local,"Los Amiguitos is a multi-age, Spanish immersion, nature, and community school for children ages 3-8 (PreK 3 - 2nd grade). We value empowerment, diversity, and community, and we cultivate a deep respect for nature as both a classroom and a teacher. Through hands-on, project-based learning, children develop creativity, problem-solving abilities, critical thinking, and scientific inquiry, while also building empathy and socio-emotional skills. ",,,,,,,True,,,-1,2,,True,,,Grades PreK–2,EFA-Eligible,"3701 E Martin Luther King Jr Blvd, # 3",Austin,TX,78721,Travis County,Austin Area,30.2835878,-97.6947994,https://escuelaamiguitos.com,(480) 845-2771,admin@escuelaamiguitos.com,1180,16850,,,,8,
